,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
libigl (C++),5,49,0,12,1,0,0,0,0,53,94,0,0,0,11,0,0,3,0,22,0,2,0,0,11,0,0,17,2,11,29,0,8,4,24,17,0,0,1,0,0,0,4,0,95,0,0,1,14,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,49,0,6,0,6,0,0,0,26,0,0,57,38,0,0,2,0,0,0,0,15,0,0,2,0,0,0,33,0,0,5,0,20,3,0,1,120,80,0,0,0,0,13,12,9,0,0,1,0,1,0,0
slambook2 (C++),0,10,1,4,0,0,0,0,0,2,29,0,0,0,3,0,0,2,0,16,0,1,0,0,0,0,0,0,0,0,7,0,2,0,2,0,0,1,0,0,0,0,5,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,11,0,0,12,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,2,0,0,0,0,7,0,0,0,0,18,0,10,0,0,0,0,0,0,2
pedalboard (C++),0,19,1,18,0,0,0,0,0,9,50,0,0,0,13,0,0,2,0,14,0,0,0,0,1,0,0,0,0,4,59,1,20,6,45,4,1,0,0,0,0,2,9,0,20,0,0,1,6,0,0,3,1,0,0,0,0,0,0,3,0,0,1,1,77,0,2,0,12,0,0,0,29,0,0,30,26,0,1,0,1,1,0,0,12,0,0,1,0,0,0,19,0,0,21,0,3,1,0,0,0,61,0,1,0,1,8,5,9,0,0,2,0,0,0,0
wav2letter (C++),0,4,0,16,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,2,0,1,11,0,7,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,1,13,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22,0,0,0,0,2,0,1,0,0,0,0,0,0,0
winget-cli (C++),0,20,0,3,0,0,0,0,0,6,168,0,0,0,5,0,0,2,0,94,0,0,0,0,2,0,0,24,0,2,33,0,4,1,8,3,0,0,0,0,0,0,6,0,33,0,0,0,15,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,78,0,0,0,3,0,0,0,15,0,0,40,53,0,0,0,0,4,0,0,11,0,0,0,0,0,0,140,0,0,8,0,14,0,0,0,0,58,0,0,0,0,5,4,30,0,0,3,0,2,0,0
QGIS (C++),3,256,9,211,2,0,0,0,0,185,929,1,0,6,284,0,0,44,0,380,0,13,0,0,38,0,0,100,34,14,542,8,143,82,155,15,1,0,2,0,0,4,127,2,1624,0,1,6,45,1,0,39,0,1,1,0,0,0,0,13,3,0,1,1,887,0,34,0,186,0,1,0,367,0,0,1209,486,0,2,23,1,4,2,0,168,0,0,3,1,14,0,165,0,0,223,0,83,8,0,3,3,541,0,15,0,0,23,359,194,18,0,31,0,37,0,2
BlackDex (C++),1,30,4,180,6,0,0,0,0,53,309,0,0,2,32,0,0,24,0,99,0,0,0,0,15,0,0,20,13,11,162,0,49,21,70,7,0,2,3,0,0,0,48,0,191,0,0,3,31,0,0,17,0,9,0,0,0,0,0,5,1,0,0,0,273,0,2,0,25,0,0,0,129,0,0,112,61,0,0,1,2,4,0,0,11,0,0,0,1,0,0,29,0,0,38,0,18,4,0,1,1,120,0,6,0,2,32,122,8,0,0,6,0,7,0,0
LeetCode-Solutions (C++),0,11,0,17,22,0,0,0,0,33,194,0,0,1,69,0,0,6,0,889,0,23,0,0,8,0,1,2,15,1,136,0,236,0,4,3,0,0,3,0,0,0,141,2,3,0,0,17,12,4,0,1,0,10,1,0,0,0,0,1,0,0,1,0,91,0,4,3,790,0,1,0,20,0,0,2,1696,0,3,0,9,2,0,0,90,0,2,0,0,0,0,157,0,0,33,0,2,5,0,0,1,552,0,8,0,0,0,10,12,0,0,6,0,4,0,0
Stacer (C++),0,14,0,6,0,0,0,0,0,3,36,5,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,100,0,0,2,27,0,0,0,0,0,0,0,2,0,24,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,4,0,0,32,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,4,3,0,0,0,0,0,0,0
ppsspp (C++),16,330,14,301,28,0,0,1,0,165,953,0,0,8,379,0,0,68,0,1376,0,34,0,2,51,0,0,42,23,13,1563,7,503,114,417,51,3,0,9,0,0,24,253,8,373,0,1,14,343,1,0,91,4,9,3,0,0,3,1,24,3,0,2,2,2786,0,81,0,151,0,5,0,314,0,0,446,267,5,9,12,4,17,3,3,82,0,2,14,5,16,7,281,0,0,374,0,54,31,0,1,2,775,2,32,0,12,313,273,145,0,0,32,0,16,0,0
lmms (C++),5,247,2,104,10,0,0,0,3,68,667,0,1,5,113,0,0,10,0,313,0,8,0,1,21,0,0,36,10,8,1096,42,96,15,198,12,0,1,19,0,0,0,48,1,277,0,0,10,91,0,0,10,0,13,1,0,0,0,0,8,0,0,2,1,1151,0,46,1,81,0,0,0,179,0,0,426,251,1,0,8,4,2,4,6,23,0,0,4,0,8,2,128,0,0,331,0,13,8,0,0,1,224,0,4,0,4,87,61,83,0,1,7,0,4,0,0
hardseed (C++),0,0,0,15,0,0,0,0,0,3,38,0,0,0,1,0,0,1,0,11,0,0,0,0,0,0,0,5,0,0,0,0,4,2,15,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,30,0,0,1,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,6,0,0,0,0
al-khaser (C++),0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monero (C++),3,81,18,248,3,0,0,0,1,94,731,0,0,6,463,0,0,69,0,321,0,6,0,0,26,0,1,60,33,5,367,5,188,172,226,11,1,0,2,0,0,5,400,1,225,0,0,3,121,0,0,30,0,6,2,0,0,0,0,11,7,0,0,0,384,0,55,0,108,0,0,0,244,0,0,203,329,0,3,7,2,1,0,0,43,0,0,4,19,6,0,144,0,0,152,0,31,4,0,1,18,222,0,51,0,0,156,204,31,0,0,49,0,13,0,1
safetynet-fix (C++),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Whisper (C++),3,22,0,28,0,0,0,0,0,342,144,0,0,1,11,0,0,6,0,1051,0,2,0,0,18,0,0,14,3,55,50,0,15,6,49,50,0,0,0,0,0,2,0,1,123,0,0,2,24,0,0,7,0,0,0,0,0,0,0,1,6,0,1,0,91,0,9,0,15,0,0,0,32,0,0,45,82,0,0,0,1,0,0,0,53,0,0,0,0,2,0,20,0,0,19,0,4,1,0,0,13,282,0,2,0,2,3,23,10,0,0,2,0,0,0,0
shotcut (C++),0,72,16,64,7,0,0,0,0,7,254,0,1,1,88,0,0,0,0,64,0,2,0,1,0,0,0,2,0,1,589,5,163,13,91,2,0,0,25,0,0,0,22,0,173,0,1,2,11,1,0,4,0,4,0,0,0,0,0,0,0,0,3,0,738,0,8,0,46,0,0,0,57,0,0,83,175,0,1,7,0,0,0,2,8,0,0,0,0,0,0,16,0,0,61,0,5,1,0,0,0,127,0,1,0,0,5,61,39,1,0,3,0,2,0,1
triton (C++),3,8,0,6,11,0,0,0,0,23,152,0,0,0,27,0,0,2,0,69,0,0,0,0,6,0,0,7,2,22,17,0,12,3,4,6,0,0,0,0,0,0,6,0,105,0,0,1,11,0,0,5,0,1,0,0,0,0,0,7,1,0,0,0,78,0,2,0,3,0,0,0,19,0,0,41,282,0,0,3,0,0,0,0,25,0,0,2,1,1,1,33,0,0,4,0,24,2,0,18,11,71,0,0,0,0,1,21,14,0,0,2,0,1,0,0
liquidfun (C++),9,122,4,71,17,0,0,0,1,66,530,0,0,3,21,0,0,14,0,185,0,9,0,0,13,0,1,48,34,3,339,6,45,19,167,13,1,0,2,0,0,3,14,0,191,0,0,28,116,1,0,11,0,1,2,0,0,0,0,28,4,0,1,0,489,0,18,0,73,0,0,0,111,0,2,236,59,0,14,4,1,0,0,7,10,0,0,10,23,4,0,44,0,0,135,0,28,0,0,2,3,90,0,1,0,5,62,87,29,0,0,18,0,11,1,1
swig (C++),1,48,0,157,3,0,0,0,0,46,768,0,0,0,20,0,0,2,0,325,0,24,0,0,2,0,4,34,7,2,70,11,547,3,333,23,0,0,0,0,0,0,7,0,40,0,0,3,32,1,0,3,0,0,0,0,0,0,0,14,0,0,0,0,118,0,6,0,69,0,0,0,107,0,2,86,89,0,12,0,0,3,2,0,9,0,0,4,0,1,0,281,0,0,44,0,3,2,0,2,2,525,1,1,0,0,385,3,3,1,0,0,0,9,0,1
snapcast (C++),0,40,6,58,0,0,0,0,0,44,393,0,0,1,29,0,0,8,0,59,0,0,0,0,22,0,0,27,8,10,147,0,58,16,73,10,0,0,0,0,0,2,29,0,102,0,0,0,18,0,0,24,0,0,0,0,0,0,0,1,1,0,1,0,261,0,5,0,17,0,0,0,51,0,0,97,59,0,0,7,0,1,0,0,29,0,0,0,0,0,0,44,0,0,42,0,20,3,0,0,4,54,0,5,0,0,37,75,12,0,0,5,0,4,0,0
wxWidgets (C++),20,1404,265,1183,57,3,0,0,21,533,4781,6,0,28,2648,0,0,213,0,2313,0,35,0,14,182,1,2,567,332,110,4798,260,1213,587,1448,134,18,3,52,4,2,82,1095,8,3001,0,8,37,408,5,0,194,1,56,37,1,0,9,1,75,8,0,10,0,6245,0,107,0,457,0,3,1,1329,0,5,2424,1840,4,141,82,11,9,9,27,350,0,0,31,6,134,7,703,0,0,1390,0,120,53,0,8,6,1823,4,140,0,33,700,1548,523,2,0,171,1,143,2,104
MVision (C++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FileCentipede (C++),0,16,0,1,0,0,0,0,3,2,43,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,72,0,0,0,13,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,2,0,0,0,0,0,2,0,0,1,19,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,1,6,0,0,0,0,10,2,3,0,0,2,0,0,0,0
z3 (C++),28,493,18,200,71,0,0,2,1,272,1916,0,0,4,2217,0,0,151,0,924,0,90,0,0,171,0,1,143,62,42,2215,4,525,1385,593,44,5,0,30,0,0,14,342,6,1713,0,0,8,209,1,0,577,0,4,0,0,0,2,1,98,78,0,5,4,6472,0,726,5,57,0,5,0,687,0,0,1305,1193,4,1,21,2,3,1,0,202,2,0,6,5,62,2,554,0,0,638,0,626,64,0,95,171,4143,1,9,0,12,600,1030,431,0,1,153,0,54,1,0
NonEuclidean (C++),0,0,0,26,0,0,0,0,0,20,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,3,1,4,0,0,1,0,0,0,0
tesseract (C++),12,121,13,216,11,0,0,0,0,51,376,0,0,13,180,0,0,47,0,121,0,17,0,2,18,0,0,43,39,4,528,1,39,91,110,9,0,0,11,0,0,20,98,3,179,0,0,5,68,0,0,61,6,7,1,0,0,0,0,12,16,0,1,1,533,0,63,0,109,0,2,0,311,0,0,193,246,0,1,24,2,0,5,1,73,0,0,5,4,24,0,42,0,0,240,0,67,10,0,3,2,214,0,14,0,5,17,218,122,0,0,54,2,8,0,0
CNTK (C++),7,93,4,233,3,0,0,0,0,78,874,0,0,5,114,0,0,18,0,317,0,18,0,1,234,0,0,66,31,19,650,2,300,41,186,3,0,0,5,0,0,13,76,6,305,0,0,6,81,0,0,118,2,7,2,0,0,0,0,11,50,1,3,0,899,0,36,1,89,0,0,0,294,0,1,424,422,3,2,7,2,1,3,0,48,0,0,3,4,10,0,135,0,0,151,0,189,5,0,1,20,441,0,4,0,17,334,157,138,1,0,8,1,30,1,0
sqlitebrowser (C++),2,307,12,204,10,1,0,0,0,29,424,0,0,10,135,0,0,17,0,162,0,15,0,4,7,0,0,25,23,4,734,0,106,62,186,12,1,0,5,0,0,7,70,2,557,0,0,10,62,0,0,22,0,3,0,0,0,0,0,4,2,0,1,0,884,0,20,0,64,0,1,0,306,0,0,409,157,0,2,17,4,2,2,1,66,0,0,2,0,20,0,94,0,0,285,0,80,12,0,1,8,216,0,9,0,2,27,189,52,2,0,16,0,10,0,0
opencv_contrib (C++),23,260,15,235,0,0,0,0,0,151,1234,0,0,1,146,0,0,21,0,540,0,35,0,1,43,0,1,62,21,15,667,1,200,40,444,12,0,0,1,0,0,12,56,2,347,0,0,6,155,1,0,44,0,2,0,1,0,1,0,22,7,0,5,1,758,0,58,0,166,0,1,0,789,0,0,436,407,0,0,1,2,6,2,5,73,0,0,16,0,7,1,203,0,0,689,0,200,7,0,41,39,364,1,3,0,3,100,77,185,0,0,29,0,7,0,0
Catch2 (C++),0,38,4,51,0,0,0,0,0,94,458,0,0,0,14,0,0,36,0,117,0,2,0,0,37,0,0,50,20,19,95,0,145,31,47,26,0,0,0,0,0,0,18,0,123,0,0,9,22,0,0,42,0,0,0,0,0,0,0,7,2,0,0,0,263,0,4,0,12,0,0,0,59,0,0,142,36,0,0,4,0,2,0,0,23,0,0,0,0,0,0,82,0,0,59,0,34,0,0,0,4,42,0,15,0,0,112,70,49,0,0,6,0,15,0,0
QWidgetDemo (C++),8,918,9,435,28,0,0,0,2,87,1083,1,0,17,247,0,0,13,0,342,0,28,0,4,10,0,0,45,32,11,1197,6,89,92,557,36,0,1,27,0,1,18,55,4,1436,0,2,3,37,4,0,48,0,23,5,0,0,0,0,2,0,0,0,0,2128,0,33,0,32,0,1,0,707,0,0,1527,629,2,7,13,3,6,1,4,120,0,0,2,2,61,2,117,0,0,657,0,321,5,0,3,2,301,0,5,0,0,48,353,138,0,0,16,0,8,2,2
Arduino-IRremote (C++),0,4,3,0,0,0,0,0,0,2,11,0,0,0,14,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,56,0,12,0,0,0,0,0,0,0,0,1,19,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,4,0,1,0,0,6,0,6,0,0,1,0,0,0,0
mediasoup (C++),0,36,9,62,2,0,0,0,0,35,159,0,0,4,18,0,5,16,0,147,0,0,0,0,2,0,0,34,4,2,167,0,25,22,88,5,2,0,0,0,0,1,13,1,99,0,0,2,27,0,0,30,1,0,1,0,0,0,0,13,1,0,4,0,298,0,13,0,31,0,0,0,121,0,0,51,86,0,0,0,0,0,0,0,37,0,0,0,0,0,0,23,0,0,113,0,20,2,0,0,0,96,0,4,0,0,9,49,92,0,0,8,0,0,0,0
flutter-desktop-embedding (C++),0,2,0,0,0,0,0,0,0,2,6,0,0,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0
JoltPhysics (C++),13,166,3,98,4,0,0,0,0,115,277,0,0,5,76,0,0,13,0,146,0,5,0,14,10,0,0,65,6,6,246,23,82,63,79,5,1,0,5,0,0,3,43,2,280,0,0,0,38,0,0,29,0,4,3,0,0,0,0,22,7,0,0,2,754,0,30,1,5,0,0,0,153,0,0,351,135,0,0,4,1,0,0,6,67,0,0,4,1,33,0,95,0,2,129,0,201,0,0,0,42,96,0,6,0,4,83,95,198,0,0,32,0,5,0,0
perspective (C++),2,31,0,60,0,0,0,0,0,25,167,0,0,4,3,0,0,7,0,57,0,0,0,0,5,0,0,16,1,7,85,0,24,28,32,13,0,0,0,0,0,1,0,0,317,0,0,0,10,0,0,12,1,0,0,0,0,0,0,28,5,0,0,0,193,0,1,0,3,0,0,0,44,0,0,137,65,0,0,6,0,1,0,0,35,0,0,0,0,5,1,51,0,0,39,0,40,3,0,0,1,136,0,0,0,2,14,37,16,0,0,7,0,7,0,0
QOwnNotes (C++),4,109,8,177,3,0,0,0,0,38,494,0,0,8,141,0,0,9,0,227,0,6,0,1,56,0,0,48,34,7,519,7,111,35,112,2,0,0,2,0,0,4,79,2,261,0,0,7,49,0,0,31,0,1,1,0,0,0,0,1,4,0,3,0,810,0,22,1,155,0,0,0,152,0,0,155,425,0,1,7,6,1,0,0,68,0,0,1,0,8,0,63,0,0,81,0,29,2,0,0,0,365,0,1,0,0,47,158,65,0,0,34,0,6,0,4
WechatExporter (C++),4,13,5,23,0,0,0,0,0,3,54,0,0,0,29,0,0,8,0,31,0,0,0,0,2,0,0,0,2,0,34,1,12,11,26,4,0,0,0,0,0,0,25,0,15,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,5,0,0,0,50,0,0,5,51,0,0,0,0,0,0,0,15,0,0,1,0,21,0,11,0,0,53,0,24,0,0,0,1,46,0,4,0,0,12,26,2,0,0,4,0,0,0,0
AndFix (C++),0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Piccolo (C++),16,263,8,236,10,0,0,0,0,297,1253,0,0,2,112,0,0,43,0,337,0,13,0,8,69,0,0,156,40,40,515,19,170,99,256,33,1,2,6,0,0,5,68,2,557,0,0,3,146,0,0,79,0,1,2,0,0,0,0,37,15,0,2,2,1058,0,31,0,21,0,0,0,296,0,0,575,283,0,0,12,2,0,1,6,102,0,0,15,1,36,0,167,0,2,207,0,220,4,0,2,126,383,1,12,0,6,142,264,244,1,0,49,0,36,2,0
openmw (C++),14,465,18,314,8,0,0,1,2,208,1822,0,0,10,331,0,0,40,0,558,0,47,1,0,49,0,0,173,37,17,1579,38,330,202,270,26,2,0,22,0,0,9,120,5,942,0,5,23,161,0,0,76,3,25,0,0,0,0,1,22,12,0,3,1,3063,0,54,0,128,0,1,0,487,0,0,640,1169,3,5,12,1,11,0,12,151,0,0,8,7,28,0,298,0,0,602,0,255,19,0,1,3,652,0,10,0,2,234,271,407,0,0,42,0,36,0,3
nekoray (C++),0,11,2,7,0,0,0,0,0,9,71,0,0,0,18,0,0,1,0,9,0,0,0,0,0,0,0,6,0,0,30,0,10,0,26,1,0,0,0,0,0,0,4,0,25,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,80,0,2,0,26,0,0,0,6,0,0,11,30,0,0,1,0,1,0,0,7,0,0,0,0,0,0,18,0,0,2,0,1,2,0,0,0,47,0,1,0,0,5,3,5,0,2,0,0,0,0,0
CodingInterviewChinese2 (C++),0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
react-native-mmkv (C++),0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wabt (C++),1,26,2,24,0,0,0,0,0,54,217,0,0,0,21,0,0,6,0,145,0,0,0,0,17,0,0,43,7,5,100,0,8,21,16,108,0,0,0,0,0,0,11,0,135,0,0,1,12,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,251,0,1,0,5,0,0,0,11,0,0,110,90,1,0,4,0,1,0,0,13,0,0,0,0,0,0,325,0,0,17,0,5,8,0,0,6,987,0,0,0,0,10,34,14,0,0,12,0,1,0,0
cocos-engine (C++),17,512,12,280,22,2,0,1,0,211,1093,5,0,4,271,0,0,59,0,615,0,11,0,0,68,0,4,112,45,30,1556,0,215,125,496,37,0,0,12,0,0,6,184,8,603,0,1,15,348,0,0,61,0,9,4,0,0,1,1,36,2,0,5,1,1841,0,93,1,183,0,0,0,902,0,0,1058,405,0,2,11,7,8,1,0,110,2,0,28,5,28,3,267,0,0,928,0,119,19,0,2,44,761,0,15,0,7,384,240,244,6,1,31,2,29,0,0
thrift (C++),1,77,1,94,7,0,0,0,1,83,572,0,0,2,40,0,0,4,0,270,0,10,0,0,11,0,0,43,14,7,596,7,216,15,155,17,0,0,7,0,0,6,66,2,80,0,2,8,32,6,0,25,0,3,1,0,0,0,0,1,1,0,0,0,1023,0,16,0,410,0,0,0,177,0,0,171,434,0,8,3,0,1,1,0,43,0,0,2,0,6,1,69,0,0,195,0,17,2,0,0,60,329,0,3,0,0,73,83,34,0,0,7,0,22,0,1
Clipboard (C++),0,5,0,10,0,0,0,0,0,5,62,0,0,0,9,0,0,3,0,11,0,0,0,0,0,0,0,6,2,0,9,0,2,10,6,1,0,0,0,0,0,0,2,0,24,0,0,0,4,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,4,0,0,0,17,0,0,22,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,9,0,7,1,0,0,0,35,0,0,0,0,0,4,1,0,0,1,0,1,0,0
Natron (C++),10,351,20,441,44,0,0,0,2,210,1764,0,0,9,385,0,0,61,0,679,0,13,1,7,85,0,0,158,18,31,1470,27,447,366,707,42,2,0,9,0,0,83,133,0,2076,0,0,2,108,0,0,126,0,14,10,1,0,1,0,113,32,0,1,0,2725,0,56,0,74,0,0,0,311,0,2,574,657,0,8,15,0,1,1,1,123,0,0,7,0,119,0,310,0,0,278,0,241,8,0,2,103,817,0,8,0,4,245,413,97,1,1,42,1,15,0,1
Tars (C++),0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
albert (C++),0,11,0,3,0,0,0,0,0,2,45,0,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,17,0,8,3,11,1,0,0,0,0,0,0,4,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,0,0,0,0,4,0,0,25,5,0,0,0,0,0,0,0,10,0,0,0,1,0,2,11,0,0,3,0,4,1,0,0,0,21,0,0,0,0,6,4,5,1,0,0,0,0,0,0
Blackbone (C++),0,106,4,7,19,0,0,0,0,124,164,0,0,0,21,0,0,6,0,76,0,0,0,0,35,0,0,36,1,23,35,0,5,6,75,34,1,0,0,0,0,0,9,0,295,0,0,2,32,0,0,4,0,0,0,0,0,0,0,19,0,0,1,0,39,0,2,0,3,0,0,0,4,0,0,255,28,0,0,0,1,0,0,0,19,0,0,0,0,0,0,32,0,0,5,0,0,1,0,1,182,346,0,0,0,6,6,9,5,0,0,3,0,0,0,0
re2 (C++),0,3,0,10,8,0,0,0,0,19,63,0,2,2,16,0,0,1,0,27,0,2,0,0,5,0,0,7,2,1,33,0,12,4,21,6,0,0,2,0,0,0,20,1,18,0,0,3,4,0,0,4,0,10,1,0,0,0,0,6,0,0,1,0,23,0,4,0,13,0,0,0,43,0,0,20,43,0,3,0,1,1,0,0,7,0,0,0,0,0,0,3,0,0,23,0,2,0,0,0,0,49,0,0,0,1,2,24,1,5,0,4,0,2,0,0
