Free Function Name,Free Function Stereotype
"setUp","global-command literal wrapper"
"destroy","literal wrapper"
"setUp","global-command literal wrapper"
"destroy","literal wrapper"
"setUp","global-command literal wrapper"
"destroy","literal wrapper"
"create","wrapper"
"createVersioned","wrapper"
"create","wrapper"
"create","wrapper"
"createCommentPI","wrapper"
"create","wrapper"
"createVersioned","wrapper"
"createVersionedWithUpdatesAndDeletes","wrapper"
"createWithoutAttributes","wrapper"
"createWithoutNamespace","wrapper"
"createRevisioned","wrapper"
"serializeRevisionOneAndTwo","literal wrapper"
"serializeMostRecentRevision","literal wrapper"
"serializeAllRevisions","literal wrapper"
"serializeRevisionOneAndTwo","literal wrapper"
"serializeMostRecentRevision","literal wrapper"
"serializeAllRevisions","literal wrapper"
"initBeans","global-command literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"set","literal wrapper"
"getClientDatabase","literal wrapper"
"clear","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getBookReview","literal wrapper"
"getSha256Hex","property wrapper"
"givenEagerListBasedUser_WhenFetchingAllUsers_ThenIssueNPlusOneRequests","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"buildCountry","literal wrapper"
"beforeClass","empty"
"cleanUp","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"debug","wrapper"
"main","main"
"createMasterKey","literal wrapper"
"readMasterKey","literal wrapper"
"providersMap","property wrapper"
"main","main"
"init","literal wrapper"
"main","main"
"main","main"
"containersProperties","wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"lines","property wrapper"
"lines","property wrapper"
"lines","property wrapper"
"linesFromResource","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setUpUserControllerInstance","global-command literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"setupCassandraConnectionProperties","literal wrapper"
"createKeyspace","wrapper"
"setupCassandraConnectionProperties","literal wrapper"
"setupCassandra","global-command literal wrapper"
"setupCassandraConnectionProperties","literal wrapper"
"createKeyspace","wrapper"
"setupCassandraConnectionProperties","literal wrapper"
"createKeyspace","wrapper"
"main","main"
"main","main"
"startCassandraEmbedded","literal wrapper"
"stopCassandraEmbedded","literal wrapper"
"startCassandraEmbedded","literal wrapper"
"stopCassandraEmbedded","literal wrapper"
"startCassandraEmbedded","literal wrapper"
"stopCassandraEmbedded","literal wrapper"
"startCassandraEmbedded","literal wrapper"
"stopCassandraEmbedded","literal wrapper"
"main","main"
"newInstance","literal"
"setupBeforeClass","literal wrapper"
"setupBeforeClass","literal wrapper"
"setupBeforeClass","literal wrapper"
"setupBeforeClass","literal wrapper"
"main","main"
"setupClass","global-command literal wrapper"
"isEmpty","predicate wrapper"
"loadFromFileInClasspath","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"createSchool","literal wrapper"
"createStudent","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"parse","literal wrapper"
"main","main"
"from","literal"
"main","main"
"fromEntity","property wrapper"
"main","main"
"registerPgProperties","wrapper"
"setUpBeforeClass","literal wrapper"
"tearDownAfterClass","literal wrapper"
"getInstance","global-command literal"
"randomPositiveLongAsString","literal wrapper"
"randomNegativeLongAsString","literal wrapper"
"randomPositiveLong","literal wrapper"
"randomNegativeLong","literal wrapper"
"main","main"
"main","main"
"main","main"
"getHibernateSession","literal wrapper"
"getHibernateSession","literal wrapper"
"parse","literal wrapper"
"setUpBeforeClass","literal wrapper"
"tearDownAfterClass","literal wrapper"
"setUpBeforeClass","literal wrapper"
"tearDownAfterClass","literal wrapper"
"main","main"
"main","main"
"hasFirstNameLike","literal wrapper"
"hasLastName","literal wrapper"
"hasBookWithTitle","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getAllCustomers","literal wrapper"
"testIO","literal wrapper"
"validateUserIdToUserMap","wrapper"
"main","main"
"from","literal"
"hasAuthor","literal wrapper"
"titleContains","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"employee","literal wrapper"
"main","main"
"main","main"
"assertDataInPersitentContext","wrapper"
"aCustomer","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"userSource","literal wrapper"
"main","main"
"main","main"
"from","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"from","literal"
"main","main"
"main","main"
"main","main"
"generateSchema","literal wrapper"
"main","main"
"main","main"
"setUp","global-command literal"
"setUp","global-command literal"
"main","main"
"main","main"
"setupTests","global-command literal wrapper"
"tearDown","global-command literal wrapper"
"mongoClient","literal wrapper"
"main","main"
"initializeNeo4j","global-command literal wrapper"
"stopNeo4j","literal wrapper"
"neo4jProperties","wrapper"
"main","main"
"main","main"
"startRedisServer","global-command literal wrapper"
"stopRedisServer","literal wrapper"
"startRedisServer","global-command literal wrapper"
"stopRedisServer","literal wrapper"
"startRedisServer","global-command literal wrapper"
"stopRedisServer","literal wrapper"
"startRedisServer","global-command literal wrapper"
"stopRedisServer","literal wrapper"
"startRedisServer","global-command literal wrapper"
"stopRedisServer","literal wrapper"
"startRedisServer","global-command literal wrapper"
"stopRedisServer","literal wrapper"
"main","main"
"main","main"
"listImplementation","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setProperties","wrapper"
"setProperties","wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getCurrentTenant","literal wrapper"
"setCurrentTenant","literal wrapper"
"addToken","wrapper"
"getAuthentication","property wrapper"
"getTenant","property wrapper"
"main","main"
"registerAllExtensions","empty"
"registerAllExtensions","literal wrapper"
"getDescriptor","literal"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"newBuilder","literal wrapper"
"newBuilder","literal wrapper"
"getDescriptor","literal"
"getDefaultInstance","literal"
"parser","literal"
"getDescriptor","literal"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"newBuilder","literal wrapper"
"newBuilder","literal wrapper"
"getDescriptor","literal"
"getDefaultInstance","literal"
"parser","literal"
"getDescriptor","literal"
"main","main"
"convertToLocalDate","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setUpClass","global-command literal"
"tearDownClass","literal wrapper"
"main","main"
"main","main"
"main","main"
"setUpClass","global-command literal"
"shutDownClass","literal wrapper"
"setUpClass","global-command literal"
"shutDownClass","literal wrapper"
"main","main"
"main","main"
"checkResults","wrapper"
"prepareData","wrapper"
"main","main"
"instantiateJessInstance","literal wrapper"
"runRules","wrapper"
"calculateResults","wrapper"
"prepareData","literal wrapper"
"checkResults","wrapper"
"registerRules","wrapper"
"main","main"
"main","main"
"compute","literal wrapper"
"compute","literal wrapper"
"compute","wrapper"
"compute","literal wrapper"
"main","main"
"getTitle","literal wrapper"
"main","main"
"main","main"
"main","main"
"subjectMethod","literal wrapper"
"getFirstObserver","global-command literal"
"getSecondObserver","global-command literal"
"main","main"
"getStringFromInputStream","literal wrapper"
"main","main"
"defaultBehaviour","literal wrapper"
"subscribeBeforeConnect","literal wrapper"
"getObservable","literal wrapper"
"gettingValue","wrapper"
"main","main"
"createAndShowGUI","global-command literal wrapper"
"defaultBehaviour","literal wrapper"
"subscribeBeforeConnect","literal wrapper"
"connectBeforeSubscribe","literal wrapper"
"autoConnectAndSubscribe","literal wrapper"
"refCountAndSubscribe","literal wrapper"
"getObservable","literal wrapper"
"toCleanString","literal"
"toLength","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getTwitterinstance","literal wrapper"
"createTweet","literal wrapper"
"getTimeLine","literal wrapper"
"sendDirectMessage","literal wrapper"
"searchtweets","literal wrapper"
"streamFeed","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"decodeJWTToken","property wrapper"
"isTokenValid","predicate wrapper"
"initialize","global-command literal wrapper"
"createJWT","literal wrapper"
"verifyJWT","literal wrapper"
"isJWTExpired","predicate wrapper"
"getClaim","property wrapper"
"main","main"
"initialize","global-command literal wrapper"
"createJWT","literal wrapper"
"verifyJWT","literal wrapper"
"decodedJWT","literal wrapper"
"isJWTExpired","predicate wrapper"
"main","main"
"setUp","global-command literal wrapper"
"isJWTExpired","predicate wrapper"
"verifyJWT","literal wrapper"
"setUp","global-command literal wrapper"
"isJWTExpired","predicate wrapper"
"decodedJWT","literal wrapper"
"readKeyAsString","literal wrapper"
"main","main"
"main","main"
"formatParams","property wrapper"
"formatBody","property wrapper"
"evaluateDecoderResult","property wrapper"
"prepareLastResponse","property wrapper"
"createSSLContext","property wrapper"
"getServerAPNHandler","literal wrapper"
"getClientAPNHandler","literal wrapper"
"createGetRequest","literal wrapper"
"main","main"
"createRequest","property wrapper"
"prepareResponse","wrapper"
"main","main"
"main","main"
"main","main"
"setExchange","wrapper"
"addSecurity","property wrapper"
"main","main"
"getListener","literal wrapper"
"main","main"
"main","main"
"isPrimeNumber","predicate global-command"
"initialize","literal wrapper"
"main","main"
"isPrimeNumber","predicate"
"initialize","literal wrapper"
"getMeasurementRecorder","literal wrapper"
"main","main"
"main","main"
"main","main"
"getInstanceCount","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"mongoDbProperties","wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"fromException","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"createMethodParameter","property wrapper"
"createSynthesizingMethodParameter","property wrapper"
"getIndex","property wrapper"
"isAutowirable","predicate wrapper"
"resolveDependency","property wrapper"
"findMergedAnnotation","literal wrapper"
"placeholderConfigurer","literal"
"main","main"
"main","main"
"isAuthorization","predicate wrapper"
"isAuthRoute","predicate wrapper"
"main","main"
"main","main"
"main","main"
"getPortFromArgs","property wrapper"
"getServletContextHandler","literal wrapper"
"getContext","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getMedicine","property wrapper"
"main","main"
"main","main"
"runJob","wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"from","literal"
"setup","global-command literal wrapper"
"main","main"
"getSecret","property wrapper"
"main","main"
"getInstance","global-command literal"
"main","main"
"main","main"
"proxyStream","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"doSomeAction","literal wrapper"
"toString","property wrapper"
"toString","property wrapper"
"toString","property wrapper"
"main","main"
"main","main"
"beforeAll","literal wrapper"
"setProperties","wrapper"
"setProperties","wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"shouldFilterSteps","literal wrapper"
"verify200RequestsFrom","wrapper"
"verify404RequestFrom","literal wrapper"
"getRequestCounts","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"isWindows","literal"
"isJava17","literal wrapper"
"isJava21","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"placeholderConfigurer","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getEvents","literal"
"clearEventList","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"toDto","property wrapper"
"toEntity","property wrapper"
"toDto","property wrapper"
"toEntity","property wrapper"
"main","main"
"setUpUserControllerInstance","global-command literal wrapper"
"main","main"
"initalizeGreetingConfig","global-command literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"nonNullFieldsShouldNonBeMissing","wrapper"
"nullFieldsShouldBeMissing","wrapper"
"filterFieldsAndGetNames","property wrapper"
"isFieldNull","predicate wrapper"
"isFieldAbsent","predicate wrapper"
"isFieldEmpty","predicate wrapper"
"giveEndpointWhenSendEmployeeThanReceiveThatUserBackIgnoringAbsentValues","literal wrapper"
"giveEndpointWhenSendEmployeeThanReceiveThatUserBackIgnoringEmptyValues","literal wrapper"
"giveEndpointWhenSendEmployeeThanReceiveThatUserBackIgnoringNullValues","literal wrapper"
"main","main"
"main","main"
"getColorAsWebColor","property wrapper"
"getColorAsWebColor","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"checkBeansPresence","wrapper"
"main","main"
"displayAllBeans","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"mapBookToProto","property wrapper"
"mapProtoToBook","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"fileToRequest","literal wrapper"
"fileToResponse","literal wrapper"
"expected","literal wrapper"
"main","main"
"suite","literal"
"main","main"
"main","main"
"initialBookData","literal wrapper"
"convertBookData","property wrapper"
"convertBook","property wrapper"
"existingBooks","literal wrapper"
"initialBookData","literal wrapper"
"initialBookData","literal wrapper"
"existingBooks","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getGetProductDetailsRequest","literal"
"getDeleteProductsRequest","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"dynamicProperties","wrapper"
"main","main"
"generateUPCABarcodeImage","literal wrapper"
"generateEAN13BarcodeImage","literal wrapper"
"generateCode128BarcodeImage","literal wrapper"
"generatePDF417BarcodeImage","literal wrapper"
"generateUPCABarcodeImage","literal wrapper"
"generateEAN13BarcodeImage","literal wrapper"
"generateCode128BarcodeImage","literal wrapper"
"generatePDF417BarcodeImage","literal wrapper"
"generateOkapiBarcode","literal wrapper"
"generateQrcode","literal wrapper"
"toImage","literal wrapper"
"toImage","property wrapper"
"generateQRCodeImage","literal wrapper"
"generateUPCABarcodeImage","literal wrapper"
"generateEAN13BarcodeImage","literal wrapper"
"generateCode128BarcodeImage","literal wrapper"
"generatePDF417BarcodeImage","literal wrapper"
"generateQRCodeImage","literal wrapper"
"createQRwithText","literal wrapper"
"modifiedQRCode","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"resolvePlanFromApiKey","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"from","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"runUsingSpringApplicationBuilder","literal wrapper"
"runUsingSpringApplication","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"convertEntrySet","property wrapper"
"convertToPropertySourceList","property wrapper"
"covertToPropertySourceList","property wrapper"
"main","main"
"main","main"
"beanFactoryPostProcessor","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"propertySourcesPlaceholderConfigurer","literal"
"main","main"
"propertySourcesPlaceholderConfigurer","literal"
"properties","literal wrapper"
"main","main"
"propertySourcesPlaceholderConfigurer","literal"
"propertySourcesPlaceholderConfigurer","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"beforeAll","global-command literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"restart","global-command literal wrapper"
"readRandomStringFromFile","literal wrapper"
"main","main"
"getById","literal"
"main","main"
"closeApplication","literal wrapper"
"exitApplication","literal wrapper"
"writePID","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getPizzaToppingsKeyboard","literal wrapper"
"getPizzaOrDrinkKeyboard","literal wrapper"
"getYesOrNo","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"registerResourceServerIssuerProperty","wrapper"
"registerRedisProperties","wrapper"
"createMapping","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setup","global-command literal wrapper"
"toJson","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"createLinkHeader","property"
"checkFound","unclassified"
"checkFound","unclassified"
"retrieveResourceFromResponse","property wrapper"
"serializeFoo","literal wrapper"
"createFooJson","literal wrapper"
"deserializeFoo","literal wrapper"
"extractURIByRel","property wrapper"
"extractTypeOfRelation","property wrapper"
"main","main"
"createExpectedArchaiusProperties","literal wrapper"
"main","main"
"createExpectedArchaiusProperties","literal wrapper"
"createExpectedValueProperties","literal wrapper"
"main","main"
"createExpectedArchaiusProperties","literal wrapper"
"main","main"
"createExpectedArchaiusProperties","literal wrapper"
"main","main"
"createExpectedArchaiusProperties","literal wrapper"
"main","main"
"createExpectedArchaiusProperties","literal wrapper"
"main","main"
"main","main"
"overrideProperties","wrapper"
"setupResources","global-command literal wrapper"
"main","main"
"main","main"
"awsCredentials","literal"
"awsCredentialsProvider","literal wrapper"
"amazonS3","literal wrapper"
"amazonSNS","literal wrapper"
"amazonSQS","literal wrapper"
"setupResources","global-command literal wrapper"
"cleanUpResources","literal wrapper"
"setupAwsResources","global-command literal wrapper"
"cleanupAwsResources","literal wrapper"
"setupAwsResources","global-command literal wrapper"
"cleanupAwsResources","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getEvents","literal"
"clearEventList","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setupMockBooksResponse","wrapper"
"instance","literal"
"instance","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getEvents","literal"
"clearEventList","literal wrapper"
"startTestServer","global-command literal wrapper"
"registerBackendServer","wrapper"
"stopMockBackend","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"okJson","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"getProduct","literal wrapper"
"createProduct","literal wrapper"
"createPrice","literal wrapper"
"main","main"
"getPrice","literal wrapper"
"main","main"
"main","main"
"startWireMockServer","global-command literal wrapper"
"stopWireMockServer","literal wrapper"
"main","main"
"main","main"
"setup","global-command literal wrapper"
"cleanup","literal wrapper"
"startApp","literal wrapper"
"setup","global-command literal wrapper"
"startApp","literal wrapper"
"cleanup","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getClassSchema","literal"
"getDecoder","literal"
"createDecoder","literal"
"fromByteBuffer","literal wrapper"
"newBuilder","literal"
"newBuilder","literal"
"newBuilder","literal"
"getClassSchema","literal"
"getDecoder","literal"
"createDecoder","literal"
"fromByteBuffer","literal wrapper"
"newBuilder","literal"
"newBuilder","literal"
"newBuilder","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"message","literal wrapper"
"main","main"
"message","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"propertySourcesPlaceholderConfigurer","literal"
"main","main"
"getApplicationContext","literal"
"main","main"
"setup","global-command literal wrapper"
"setup","global-command literal wrapper"
"beanFactoryPostProcessor","literal"
"isBeanFactoryPostProcessorRegistered","literal"
"setBeanFactoryPostProcessorRegistered","unclassified"
"isBeanPostProcessorRegistered","literal"
"setBeanPostProcessorRegistered","unclassified"
"isBeanInstantiated","literal"
"setBeanInstantiated","unclassified"
"main","main"
"main","main"
"main","main"
"getInstance","literal"
"getEventBus","literal"
"subscribe","literal wrapper"
"unsubscribe","literal wrapper"
"post","literal wrapper"
"escapeWithApacheCommons","literal wrapper"
"escapeWithGuava","literal wrapper"
"escapeWithSpring","literal wrapper"
"createInstance","literal wrapper"
"createInstance","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"getCarFromJavaConfig","literal wrapper"
"getCarFromXml","literal wrapper"
"getStringFromInputStream","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getCarFromJavaConfig","literal wrapper"
"getCarFromXml","literal wrapper"
"getStaticName","literal"
"getStaticNameInjectedOnField","literal"
"main","main"
"main","main"
"getBeansWithAnnotation","property wrapper"
"getBeansWithAnnotation_StreamVersion","property wrapper"
"isAnnotated","predicate wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getService","property"
"main","main"
"main","main"
"createDeployment","literal wrapper"
"createDeployment","literal wrapper"
"start","global-command literal wrapper"
"closeContext","literal wrapper"
"init","global-command literal"
"closeContext","literal wrapper"
"main","main"
"createTextProcessorBeanFromJNDI","literal wrapper"
"lookupTextProcessorBean","literal wrapper"
"createInitialContext","literal wrapper"
"main","main"
"setUpPrintStreamInstance","global-command literal wrapper"
"tearDownByteArrayOutputStream","global-command literal"
"propertySourcesPlaceholderConfigurer","literal"
"main","main"
"main","main"
"orders","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"createPayment","literal wrapper"
"generateSampleMessage","literal wrapper"
"main","main"
"main","main"
"main","main"
"generateUniqueClientIDUsingUUIDRandom","literal wrapper"
"closeProducerProperlyBeforeReinstantiate","literal wrapper"
"useUniqueObjectName","literal wrapper"
"main","main"
"jmxRegistrationConflicts","literal wrapper"
"duplicateConsumerClientID","literal wrapper"
"unclosedProducerAndReinitialize","literal wrapper"
"main","main"
"main","main"
"setProps","wrapper"
"beforeAll","global-command literal wrapper"
"setProps","wrapper"
"beforeAll","global-command literal wrapper"
"publishArticle","literal wrapper"
"setProps","wrapper"
"beforeAll","global-command literal wrapper"
"destroy","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"time","literal wrapper"
"main","main"
"main","main"
"readLongMessage","literal wrapper"
"main","main"
"registerKafkaProperties","wrapper"
"consume","literal wrapper"
"produce","literal wrapper"
"initConsumer","global-command literal wrapper"
"initProducer","global-command literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"registerAllExtensions","empty"
"getDescriptor","literal"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"newBuilder","literal wrapper"
"newBuilder","literal wrapper"
"getDescriptor","literal"
"getDefaultInstance","literal"
"parser","literal"
"getDescriptor","literal"
"valueOf","literal wrapper"
"forNumber","property"
"internalGetValueMap","literal"
"getDescriptor","literal wrapper"
"valueOf","property wrapper"
"getDescriptor","literal"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"newBuilder","literal wrapper"
"newBuilder","literal wrapper"
"getDescriptor","literal"
"getDefaultInstance","literal"
"parser","literal"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"newBuilder","literal wrapper"
"newBuilder","literal wrapper"
"getDescriptor","literal"
"getDefaultInstance","literal"
"parser","literal"
"getDescriptor","literal"
"toJson","literal wrapper"
"fromJson","literal wrapper"
"toJson","literal wrapper"
"fromJson","property wrapper"
"fromJson","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getUsage","literal wrapper"
"main","main"
"main","main"
"setup","global-command literal wrapper"
"setup","global-command literal wrapper"
"destroy","literal wrapper"
"setUp","global-command literal wrapper"
"setup","global-command literal wrapper"
"main","main"
"getWebClient","literal wrapper"
"getResponseAsInputStream","property wrapper"
"readContentFromPipedInputStream","property wrapper"
"readContent","property wrapper"
"main","main"
"main","main"
"main","main"
"routingFunction","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setup","global-command literal wrapper"
"tearDown","literal wrapper"
"setup","global-command literal wrapper"
"destroy","literal wrapper"
"main","main"
"modifyRequestHeaders","property wrapper"
"main","main"
"fetch","literal wrapper"
"main","main"
"fetch","literal wrapper"
"main","main"
"fetch","literal wrapper"
"main","main"
"fetch","literal wrapper"
"main","main"
"fetch","literal wrapper"
"main","main"
"id","property wrapper"
"get","property wrapper"
"protect","property wrapper"
"fibonacci","property wrapper"
"main","main"
"fetch","property wrapper"
"main","main"
"fetch","property wrapper"
"main","main"
"useMaxMemory","literal wrapper"
"main","main"
"init","literal wrapper"
"main","main"
"getResponseBodyUsingExchangeFilterFunction","literal wrapper"
"getResponseBodyUsingOnStatus","literal wrapper"
"exchangeFilterResponseProcessor","property wrapper"
"defaultWebClient","literal wrapper"
"main","main"
"prepareFilters","literal wrapper"
"logRequest","literal wrapper"
"logResponse","literal wrapper"
"enhance","wrapper"
"toString","property wrapper"
"getCharset","property wrapper"
"setUp","global-command literal wrapper"
